Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Author (product.metafields.custom.author),Binding (product.metafields.custom.binding),Canonical Handle (product.metafields.custom.canonical_handle),Inventory Log (product.metafields.custom.inventory_log),Language (product.metafields.custom.language),Location (product.metafields.custom.location),Non-Alcoholic (product.metafields.custom.non_alcoholic),Preorder Override Date (product.metafields.custom.preorder_override_date),Product Details (product.metafields.custom.product_details),Publication Date (product.metafields.custom.pub_date),Cuisine (product.metafields.custom.region),Reserve (product.metafields.custom.reserve),Shelf (product.metafields.custom.shelf),Specialization (product.metafields.custom.special),Special Diet (product.metafields.custom.special_diet),Spirits (product.metafields.custom.spirits),Wine (product.metafields.custom.wine),Growave raw rating (product.metafields.growave.raw_rating_string),Growave rounded rating (product.metafields.growave.rounded_rating_string),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Art style (product.metafields.shopify.art-style),Book cover type (product.metafields.shopify.book-cover-type),Color (product.metafields.shopify.color-pattern),Condition (product.metafields.shopify.condition),Fabric (product.metafields.shopify.fabric),Genre (product.metafields.shopify.genre),Headwear features (product.metafields.shopify.headwear-features),Language version (product.metafields.shopify.language-version),Material (product.metafields.shopify.material),Media access (product.metafields.shopify.media-access),Media theme (product.metafields.shopify.media-theme),Medium (product.metafields.shopify.medium),Publication frequency (product.metafields.shopify.publication-frequency),Signature placement (product.metafields.shopify.signature-placement),Target audience (product.metafields.shopify.target-audience),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
italian-cookies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781423668466-1.jpg,2,Interior image 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
italian-cookies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781423668466-2.jpg,3,Interior image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
italian-cookies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781423668466-3.jpg,4,Interior image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
italian-cookies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781423668466-4.jpg,5,Interior image 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
italian-cookies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781423668466-5.jpg,6,Interior image 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jacques-pepin-complete-techniques-50th-anniversary-edition,"Jacques Pépin Complete Techniques 50th Anniversary Edition:: A Culinary Master Class from the Legendary Teacher—Over 600 Techniques, 1,000 Photographs, 160 Recipes","<p><b>This is a *Featured Preorder for a title releasing on April 07, 2026.</b></p><p><em><strong>This is what the publisher tells us about this book:</strong></em></p>
<p><b>Celebrate the 50th anniversary of the grand master of cooking skills and methods, Jacques Pépin’s classic work that serves as a staple in both home and professional kitchens around the world.&nbsp;</b><br><br> Comprehensive, authoritative, but never intimidating, <i>Jacques Pepin’s&nbsp;Complete Techniques</i>—which combines the master chef’s landmark works,&nbsp;<i>La Methode</i>&nbsp;and&nbsp;<i>La Technique</i>—includes more than 600 cooking techniques and methods along with 160 recipes. Each recipe and technique is explained using step-by-step instructions accompanied by more than 1,000 photographs featuring Pépin himself. Follow along as this culinary legend demonstrates every aspect of classic cooking, from start to finish, teaching&nbsp;readers how to bone a chicken, poach an egg, whisk a perfect hollandaise, knead a crispy baguette, or bake an exquisite meringue with the perfection and efficiency of a professional. Throughout the book are Pepin’s classic recipes, which offer budding masters the opportunity to put lessons into practice with extraordinary results. </p><p> The time-tested recipes in this volume teach everyone, from the greenest home cook to the most wizened professional, how to put techniques into practice. This completely revised edition includes color and black-and-white photographs and is redesigned to make it even easier to follow the step-by-step techniques. </p></div></div>
<p><b>* Featured Preorder books earn you an <i>extra </i>150 rewards points, good for $5 off a future purchase. If you're not already a member of our rewards program you can <a href=""https://www.kitchenartsandletters.com/pages/reward""><b>learn more about all the ways to earn points and sign up here.</b></a> It's as simple as creating a store account.</b></p>",WORB,Media > Books > Print Books,BOOK,"Ln_En, 04-07-2026, C",FALSE,Title,Default,,,,,,,,Jacques Pépin,2268,shopify,continue,manual,60.00,,TRUE,TRUE,,,,,9798894141800,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9798894141800.jpg,1,Book Cover: Jacques Pépin Complete Techniques 50th Anniversary Edition,,Jacques Pépin Complete Techniques 50th Anniversary Edition,,Media > Books,,,,new,FALSE,,,,,,Jacques Pépin,Hardcover,jacques-pepin-complete-techniques-50th-anniversary-edition,,English,,,,,2026-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,draft
jacques-pepin-complete-techniques-50th-anniversary-edition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9798894141800-1.jpg,2,Interior image 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jacques-pepin-complete-techniques-50th-anniversary-edition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9798894141800-2.jpg,3,Interior image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jacques-pepin-complete-techniques-50th-anniversary-edition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9798894141800-3.jpg,4,Interior image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jacques-pepin-complete-techniques-50th-anniversary-edition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9798894141800-4.jpg,5,Interior image 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jacques-pepin-complete-techniques-50th-anniversary-edition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9798894141800-5.jpg,6,Interior image 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
la-copine,La Copine:: New California Cooking from an Oasis in the Desert,"<p><b>This is a *Featured Preorder for a title releasing on April 28, 2026.</b></p><p><em><strong>This is what the publisher tells us about this book:</strong></em></p>
<b>From La Copine, a destination restaurant near Joshua Tree, comes a beautiful debut cookbook with stories of life in the desert and recipes that capture a unique approach to California cooking</b><br><br> Out in the California desert near Joshua Tree, La Copine spins its own kind of magic, powered by business and life partners Claire Wadsworth and Nikki Hill, the drama of the landscape, the eclectic local population, and of course, the irresistible food.<br><br> With celebrity clientele and glowing reviews in the <i>New York Times</i>, <i>Eater</i>, <i>Vogue</i>, and others, this restaurant is beloved by California visitors and locals alike. In their debut cookbook, <i>La Copine</i>,&nbsp;Wadsworth and Hill share stories of their love, life, community, and the spirit of La Copine, one delicious recipe at a time.<br><br> Dubbed the West Coast’s answer to Via Carota’s Rita and Jody, Wadsworth and Hill are passionate, community-driven, California cooks with a deep love for each other and the people around them. They welcome their guests to La Copine (which means ""girlfriend"" in French) with open arms, create a safe haven for the queer community outside of Los Angeles, and have a deep sense of care and pride for everything they put on the plate.<br><br> Home cooks will want to adopt the restaurant’s “California soul” style: veggie-forward, innovative yet comforting, light enough for lunch, yet substantial enough to gather around and linger over. From ""hunky"" salads (as described by the <i>New York Times</i>) to special-occasion sandwiches to summery, boldly flavored grilled meats and vegetables to simple, no-bake desserts, La Copine’s food roams far and wide but always imparts a sense of home.<br><br> More than the recipes, though, Wadsworth and Hill’s backstory as a couple, the business they’ve built together, and the community they’ve found in the desert, make for an armchair trip through the remote and spectacular setting, as well as a mission statement for creating a life on one’s own terms.</div></div>
<p><b>* Featured Preorder books earn you an <i>extra </i>150 rewards points, good for $5 off a future purchase. If you're not already a member of our rewards program you can <a href=""https://www.kitchenartsandletters.com/pages/reward""><b>learn more about all the ways to earn points and sign up here.</b></a> It's as simple as creating a store account.</b></p>",ABR,Media > Books > Print Books,BOOK,"Ln_En, 04-28-2026, C",FALSE,Title,Default,,,,,,,,"Claire Wadsworth, Nikki Hill, Ben Mims",2268,shopify,continue,manual,45.00,,TRUE,TRUE,,,,,9781419778223,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781419778223.jpg,1,Book Cover: La Copine,,La Copine,,Media > Books,,,,new,FALSE,,,,,,"Claire Wadsworth, Nikki Hill, Ben Mims",Hardcover,la-copine,,English,,,,,2026-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,draft
la-copine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781419778223-1.jpg,2,Interior image 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
la-copine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781419778223-2.jpg,3,Interior image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
la-copine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781419778223-3.jpg,4,Interior image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
la-copine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781419778223-4.jpg,5,Interior image 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
la-copine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781419778223-5.jpg,6,Interior image 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lebanon,Lebanon:: Cooking the Foods of My Homeland,"<p><b>This is a *Featured Preorder for a title releasing on March 10, 2026.</b></p><p><em><strong>This is what the publisher tells us about this book:</strong></em></p>
<p><strong>From James Beard Award–winning author Anissa Helou, a vibrant and inviting look at the food of her home country, exploring the astonishing variety of local Lebanese cuisine&nbsp;</strong></p> <p>Though she has lived all over the world, Anissa Helou has her heart firmly in one place: Lebanon, her late mother’s home country and the place she grew up. In her ninth book, Helou shares the beauty and diversity of the country’s regional cuisines, along with a deep look at its culinary history and culture.</p><p>While only half the size of New Jersey, Lebanon boasts an astounding variety in its cuisine, including classics like hommos or kibbeh, as well as lesser-known regional specialties. Spanning a breadth of dishes from flat breads and savory pastries, soups, dips, and salads to stuffed vegetables, fish, poultry, and grains, <em>Lebanon</em> represents Helou’s unique perspective on the most essential—and delightful—dishes from her homeland. Meatballs in lemony sauce, fava beans and lamb in yogurt, lentil risotto, and baked fish with Tripolitan tahini cilantro sauce are just a few of her chosen favorites among 165 recipes, along with delectable sweets, including sweet walnut triangles, aniseed fritters, semolina cream pastries, and tahini rice pudding.</p><p><em>Lebanon</em> is animated by Helou’s warm and conversational voice, punctuated by her family stories as well as her reflections and encounters as she treks through Lebanon to discover—and rediscover—her home country’s rich and varied culinary traditions.&nbsp;</p></div></div>
<p><b>* Featured Preorder books earn you an <i>extra </i>150 rewards points, good for $5 off a future purchase. If you're not already a member of our rewards program you can <a href=""https://www.kitchenartsandletters.com/pages/reward""><b>learn more about all the ways to earn points and sign up here.</b></a> It's as simple as creating a store account.</b></p>",HAR,Media > Books > Print Books,BOOK,"Ln_En, 03-10-2026, C",FALSE,Title,Default,,,,,,,,Anissa Helou,2268,shopify,continue,manual,50.00,,TRUE,TRUE,,,,,9780063334922,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780063334922.jpg,1,Book Cover: Lebanon,,Lebanon,,Media > Books,,,,new,FALSE,,,,,,Anissa Helou,Hardcover,lebanon,,English,,,,,2026-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,draft
lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780063334922-1.jpg,2,Interior image 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780063334922-2.jpg,3,Interior image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780063334922-3.jpg,4,Interior image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780063334922-4.jpg,5,Interior image 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780063334922-5.jpg,6,Interior image 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modern-australian-baking,"Modern Australian Baking:: Sweet, Savoury, Seasonal & Native:","<p><b>This is a *Featured Preorder for a title releasing on March 03, 2026.</b></p><p><em><strong>This is what the publisher tells us about this book:</strong></em></p>
<b>In this beautifully designed cookbook, master pastry chef Christopher Thé shares his recipes and tips for standout modern cakes, bread and pastries that are defined by the Australian landscape and its distinctive produce.</b></div><div><p><b>In his cookbook <i>Modern Australian Baking</i>, Christopher Thé, founder of Blackstar Bakery and creator of 'the world's most Instagrammed cake', offers a masterclass in cakes, breads and pastries that are defined by the Australian landscape and its distinctive produce.</b></p><p>The book includes more than 80 sweet and savoury recipes, arranged by season, from Geraldton Wax Cheesecake with Strawberry Gum Biscuit to Saltbush Scones with Desert Lime Marmalade and Kangaroo Shepherd's Pie with Bush Tomato Relish. Chris grew up in Sydney and now runs the artisan cake shop Hearthe. His recipes are suitable for anyone who is new to this style of baking, but will also inspire more skilled cooks and bakers.</p><p>A native ingredients guide provides information on ingredients that are becoming more commonly used – such as wattle seed, lemon myrtle and lilly pilly – and how to use them. This is a cookery book intimately rooted in place, uniquely Australian, and crafted for a sustainable future.</p></div></div>
<p><b>* Featured Preorder books earn you an <i>extra </i>150 rewards points, good for $5 off a future purchase. If you're not already a member of our rewards program you can <a href=""https://www.kitchenartsandletters.com/pages/reward""><b>learn more about all the ways to earn points and sign up here.</b></a> It's as simple as creating a store account.</b></p>",HGUS,Media > Books > Print Books,BOOK,"Ln_En, 03-03-2026, C",FALSE,Title,Default,,,,,,,,Christopher Thé,2268,shopify,continue,manual,40.00,,TRUE,TRUE,,,,,9781761450686,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781761450686.jpg,1,Book Cover: Modern Australian Baking,,Modern Australian Baking,,Media > Books,,,,new,FALSE,,,,,,Christopher Thé,Hardcover,modern-australian-baking,,English,,,,,2026-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,draft
modern-australian-baking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781761450686-1.jpg,2,Interior image 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modern-australian-baking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781761450686-2.jpg,3,Interior image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modern-australian-baking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781761450686-3.jpg,4,Interior image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modern-australian-baking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781761450686-4.jpg,5,Interior image 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modern-australian-baking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781761450686-5.jpg,6,Interior image 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nothing-matters-but-delicious,Nothing Matters but Delicious:: A Radically Honest Cookbook,"<p><b>This is a *Featured Preorder for a title releasing on May 26, 2026.</b></p><p><em><strong>This is what the publisher tells us about this book:</strong></em></p>
<b><b>Learn&nbsp;how to make restaurant-quality dishes at home with <i>Nothing Matters...but Delicious</i>, an accessible, achievable, and delicious collection of 75 recipes from the award-winning chef and owner of Olmsted, Patti Ann's, and Five Acres.</b></b><br><br>Much of the fancy technique you see at restaurants doesn’t <i>really </i>matter. You can get the nearly same effect with infinitely less work, and it’s more fun and you might actually do it. Many of tropes of fine dining cookbook recipes—the hyperspecificity, the rigidity of the recipes—they don’t matter either. <i>Nothing Matters...but Delicious</i>.<br><br>In this cookbook-like-no-other, award-winning chef and restaurateur Greg Baxtrom invites you into his energetic kitchen, sharing his honest and encouraging methodologies for exquisite dishes. <i>Nothing Matters...but Delicious</i> gives home cooks of all abilities the confidence and techniques to never quit on their culinary journey.<br><br>Filled with sidebars containing helpful tips and lessons, like how to recover from cooking mistakes, and photographs and infographics to assist you every step of the way, readers will delight in this guide to culinary perfection. Recipes flow from easy to complex, with beginner recipes like <b>Simple Ribeye with Roasted Root Vegetables </b>and <b>Easy Peasy Mac &amp; Cheesy </b>to the more complicated <b>Bouillabaisse</b> and <b>Indoor S’more</b>.<br><br>With a slew of broken-down tips and easy-to-digest guidance, <i>Nothing Matters...but Delicious</i> has something for everyone.</div></div>
<p><b>* Featured Preorder books earn you an <i>extra </i>150 rewards points, good for $5 off a future purchase. If you're not already a member of our rewards program you can <a href=""https://www.kitchenartsandletters.com/pages/reward""><b>learn more about all the ways to earn points and sign up here.</b></a> It's as simple as creating a store account.</b></p>",RDH,Media > Books > Print Books,BOOK,"Ln_En, 05-26-2026, C",FALSE,Title,Default,,,,,,,,Greg Baxtrom with Joshua David Stein,2268,shopify,continue,manual,35.00,,TRUE,TRUE,,,,,9781984863560,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781984863560.jpg,1,Book Cover: Nothing Matters but Delicious,,Nothing Matters but Delicious,,Media > Books,,,,new,FALSE,,,,,,Greg Baxtrom with Joshua David Stein,Hardcover,nothing-matters-but-delicious,,English,,,,,2026-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,draft
nothing-matters-but-delicious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781984863560-1.jpg,2,Interior image 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nothing-matters-but-delicious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781984863560-2.jpg,3,Interior image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nothing-matters-but-delicious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781984863560-3.jpg,4,Interior image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nothing-matters-but-delicious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781984863560-4.jpg,5,Interior image 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nothing-matters-but-delicious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781984863560-5.jpg,6,Interior image 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nyc-street-vendors,"NYC Street Vendors:: Food Trucks, Coffee Carts, Market Stalls, and More","<p><b>This is a *Featured Preorder for a title releasing on March 10, 2026.</b></p><p><em><strong>This is what the publisher tells us about this book:</strong></em></p>
<b><b>A visual love letter to the food carts, market stalls, and sidewalk entrepreneurs that give New York City its flavor, grit, and humanity.</b></b><br><br>From halal trucks in Queens to mango stands in the Bronx, churro sellers in Brooklyn to taco bikes in Manhattan, <i>NYC Street Vendors</i> features over 150 of the city’s most beloved curbside operations.<br><br>Illustrator Joel Holland captures the soul of New York’s informal economy through bold, expressive drawings which are paired with insightful, engaging text penned by local writer David Dodge. Building on the success of the duo’s earlier books, which covered storefronts in Manhattan and Brooklyn, this volume shifts focus to the vibrant community of rolling kitchens, pop-up stands, and independent sellers.<br><br>Alongside longtime fixtures like NY Dosas, Mister Softee, and the Arepa Lady, readers will discover Japanese musubi carts, knife- sharpening trucks, Jamaican jerk vendors, mobile bookstores, and bustling hubs like the Union Square Greenmarket. Many of the entrepreneurs featured are immigrants whose work has helped shape the cultural fabric of the five boroughs—making the project a powerful reminder of the essential role they play in New York’s identity.</div></div>
<p><b>* Featured Preorder books earn you an <i>extra </i>150 rewards points, good for $5 off a future purchase. If you're not already a member of our rewards program you can <a href=""https://www.kitchenartsandletters.com/pages/reward""><b>learn more about all the ways to earn points and sign up here.</b></a> It's as simple as creating a store account.</b></p>",PRST,Media > Books > Print Books,BOOK,"Ln_En, 03-10-2026, C",FALSE,Title,Default,,,,,,,,"Joel Holland (Illustrated by), David Dodge (Text by)",2268,shopify,continue,manual,35.00,,TRUE,TRUE,,,,,9783791393728,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9783791393728.jpg,1,Book Cover: NYC Street Vendors,,NYC Street Vendors,,Media > Books,,,,new,FALSE,,,,,,"Joel Holland (Illustrated by), David Dodge (Text by)",Hardcover,nyc-street-vendors,,English,,,,,2026-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,draft
nyc-street-vendors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9783791393728-1.jpg,2,Interior image 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nyc-street-vendors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9783791393728-2.jpg,3,Interior image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nyc-street-vendors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9783791393728-3.jpg,4,Interior image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nyc-street-vendors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9783791393728-4.jpg,5,Interior image 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nyc-street-vendors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9783791393728-5.jpg,6,Interior image 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
