Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Author (product.metafields.custom.author),Binding (product.metafields.custom.binding),Canonical Handle (product.metafields.custom.canonical_handle),Inventory Log (product.metafields.custom.inventory_log),Language (product.metafields.custom.language),Location (product.metafields.custom.location),Non-Alcoholic (product.metafields.custom.non_alcoholic),Preorder Override Date (product.metafields.custom.preorder_override_date),Product Details (product.metafields.custom.product_details),Publication Date (product.metafields.custom.pub_date),Cuisine (product.metafields.custom.region),Reserve (product.metafields.custom.reserve),Shelf (product.metafields.custom.shelf),Specialization (product.metafields.custom.special),Special Diet (product.metafields.custom.special_diet),Spirits (product.metafields.custom.spirits),Wine (product.metafields.custom.wine),Growave raw rating (product.metafields.growave.raw_rating_string),Growave rounded rating (product.metafields.growave.rounded_rating_string),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Art style (product.metafields.shopify.art-style),Book cover type (product.metafields.shopify.book-cover-type),Color (product.metafields.shopify.color-pattern),Condition (product.metafields.shopify.condition),Fabric (product.metafields.shopify.fabric),Genre (product.metafields.shopify.genre),Headwear features (product.metafields.shopify.headwear-features),Language version (product.metafields.shopify.language-version),Material (product.metafields.shopify.material),Media access (product.metafields.shopify.media-access),Media theme (product.metafields.shopify.media-theme),Medium (product.metafields.shopify.medium),Publication frequency (product.metafields.shopify.publication-frequency),Signature placement (product.metafields.shopify.signature-placement),Target audience (product.metafields.shopify.target-audience),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
the-art-of-frozen-desserts,"The Art of Frozen Desserts:: Ice Cream, Sorbets, Cakes, Macarons, Popsicles, & More","<p><b>This is a *Featured Preorder for a title releasing on June 02, 2026.</b></p><p><em><strong>This is what the publisher tells us about this book:</strong></em></p>
<b>“Shines a spotlight on ice cream as a central part of indulgence…and encourages everyone to embrace the art of frozen desserts.” —Ane Sophie Pic</b><br> <br><b>“With a touch of extravagance, Emmanuel Ryon elevates ice cream to an art form.” —Pierre Hermé</b><br> <br><b>60+ artisanal recipes for making and enjoying gourmet frozen desserts by Emmanuel Ryon, winner of the Meilleur Ouvrier de France title for ice cream and pastry.</b><br><br>The story of ice cream, now one of the most widely consumed foods in the world, unfolds over the course of centuries. Once a product made only in winter, ice cream is now a must-have in summer. From Italian gelato and American sundaes to French-style ice cream and fruit sorbets, frozen desserts are a universal pleasure.<br> <br> Renowned pastry chef Emmanuel Ryon invites you to enter a universe of boundless creativity that takes the art of ice cream to new heights. Creative, indulgent, and original, The Art of Frozen Desserts blends classic desserts with a modern, reimagined approach to French pastry. Among the 60 elegant recipes for artisanal frozen desserts, you’ll find:<br> <ul> <li dir=""ltr"" aria-level=""1"">Classic and unique ice creams and sorbets (asparagus and tonka bean, popcorn vanilla, apricot verbena…)</li> <li dir=""ltr"" aria-level=""1"">Travel cakes (hazelnut financier, maple syrup brownie, green tea marble cake…)</li> <li dir=""ltr"" aria-level=""1"">Chilled desserts (Baked Alaska, chocolate semifreddo, hazelnut churros, yuzu crepe suzette glacé…)</li> <li dir=""ltr"" aria-level=""1"">Popsicles, granitas, and yogurts (Campari cocktail popsicle, sheep's milk yogurt with red berry coulis…)</li> <li dir=""ltr"" aria-level=""1"">Frozen fruits (tomato with tomato basil, pineapple with caramelized bananas…)</li> <li dir=""ltr"" aria-level=""1"">And even drinks (coconut matcha milkshake, Viennese hot chocolate…)</li> </ul> <br>Are you ready to thrill your taste buds?</div></div>
<p><b>* Featured Preorder books earn you an <i>extra </i>150 rewards points, good for $5 off a future purchase. If you're not already a member of our rewards program you can <a href=""https://www.kitchenartsandletters.com/pages/reward""><b>learn more about all the ways to earn points and sign up here.</b></a> It's as simple as creating a store account.</b></p>",SSN,Media > Books > Print Books,BOOK,"Ln_En, 06-02-2026, C",FALSE,Title,Default,,,,,,,,Emmanuel Ryon,2268,shopify,continue,manual,45.00,,TRUE,TRUE,,,,,9781962098380,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781962098380.jpg,1,Book Cover: The Art of Frozen Desserts,,The Art of Frozen Desserts,,Media > Books,,,,new,FALSE,,,,,,Emmanuel Ryon,Hardcover,the-art-of-frozen-desserts,,English,,,,,2026-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,draft
the-art-of-frozen-desserts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781962098380-1.jpg,2,Interior image 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-art-of-frozen-desserts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781962098380-2.jpg,3,Interior image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-art-of-frozen-desserts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781962098380-3.jpg,4,Interior image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-art-of-frozen-desserts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781962098380-4.jpg,5,Interior image 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-art-of-frozen-desserts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781962098380-5.jpg,6,Interior image 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-caribbean-cookbook,The Caribbean Cookbook,"<p><b>This is a *Featured Preorder for a title releasing on April 15, 2026.</b></p><p><em><strong>This is what the publisher tells us about this book:</strong></em></p>
An exploration of Caribbean cuisine and culinary history, featuring more than 380 authentic home cooking recipes from across the region</div><div><p><strong>An exploration of Caribbean cuisine and culinary history, featuring more than 380 authentic home cooking recipes from across the region</strong></p> <p>Caribbean cuisine reveals a culture of boundless imagination and creativity. It is the result of resourcefulness and ingenuity, where the need to survive and thrive shaped dishes that stand as powerful representations of its various cultures.</p> <p>In <em>The Caribbean Cookbook</em>, chef Rawlston Williams celebrates the diverse foods, flavors, and culinary traditions of this vibrant region. Featuring more than 380 recipes from 28 countries and island nations, the book includes classic marinades, sauces, and preserves; broths and soups; rices, grains, and vegetables; and chapters dedicated to Sea &amp; River, On Land, Flour, Sugar, Juice, and Rum. The iconic ingredients synonymous with the Caribbean – citrus, nutmeg, coconut, tamarind, pimento, pineapple, rum – are showcased throughout, with spices as the stars, elevating other ingredients to create layered and satisfying dishes.</p> <p>This intensively researched recipe collection includes both beloved classics and lesser-known specialties. Home cooks around the world will discover Jamaica’s Jerk Chicken and Dominica’s Callaloo Soup; Puerto Rico’s plantain-based Mofongo; Green Fig Salad from Saint Lucia; Haiti’s Seafood Creole; a sweet Cashew Cake from Aruba; and other authentic dishes. There’s plenty for armchair travelers to enjoy, too: Rawlston’s descriptions of the islands’ histories, culture, and traditions bring each recipe to life, while stunning color photography of the food and landscapes offers a whirlwind journey across one of the world’s most beautiful destinations.</p> <p>Beautifully designed in bold tropical shades, <em>The Caribbean Cookbook </em>is a powerful, joyful ode to the many flavors of this incredible region.</p></div></div>
<p><b>* Featured Preorder books earn you an <i>extra </i>150 rewards points, good for $5 off a future purchase. If you're not already a member of our rewards program you can <a href=""https://www.kitchenartsandletters.com/pages/reward""><b>learn more about all the ways to earn points and sign up here.</b></a> It's as simple as creating a store account.</b></p>",PHAI,Media > Books > Print Books,BOOK,"Ln_En, 04-15-2026, C",FALSE,Title,Default,,,,,,,,"Rawlston Williams, Nico Schinco (By (photographer))",2268,shopify,continue,manual,54.95,,TRUE,TRUE,,,,,9781837291724,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781837291724.jpg,1,Book Cover: The Caribbean Cookbook,,The Caribbean Cookbook,,Media > Books,,,,new,FALSE,,,,,,"Rawlston Williams, Nico Schinco (By (photographer))",Hardcover,the-caribbean-cookbook,,English,,,,,2026-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,draft
the-caribbean-cookbook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781837291724-1.jpg,2,Interior image 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-caribbean-cookbook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781837291724-2.jpg,3,Interior image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-caribbean-cookbook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781837291724-3.jpg,4,Interior image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-caribbean-cookbook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781837291724-4.jpg,5,Interior image 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-caribbean-cookbook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781837291724-5.jpg,6,Interior image 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-country-house-dining-room,The Country House Dining Room:: A History of Georgian Feasting,"<p><b>This is a *Featured Preorder for a title releasing on May 26, 2026.</b></p><p><em><strong>This is what the publisher tells us about this book:</strong></em></p>
<p>The country house dining room was an elaborate theatre for Georgian elites to entertain their guests and, more importantly, show-off their wealth, power and social status. Every detail was carefully orchestrated, usually by the lady of the house, from the decor and tableware to the food and drink served.<br>&nbsp;</p><p>Decorated with fine art, antique sculptures, and lavish furnishings, the dining room was governed by strict dining etiquette and social rituals. It was expected for guests to eat and drink to excess, so it is perhaps unsurprising that in the Georgian era we see the development of supposed miracle cures for obesity, alcoholism and related illnesses.<br>&nbsp;</p><p>Drawing on previously unpublished contemporary accounts of feasts at Holkham Hall, Hardwick Hall and Blenheim Palace, among others, Amy Boyington brings the Georgian dining experience to life and charts how the dining room encapsulated the intricate cultural and political dynamics of the 18th century.</p></div></div>
<p><b>* Featured Preorder books earn you an <i>extra </i>150 rewards points, good for $5 off a future purchase. If you're not already a member of our rewards program you can <a href=""https://www.kitchenartsandletters.com/pages/reward""><b>learn more about all the ways to earn points and sign up here.</b></a> It's as simple as creating a store account.</b></p>",UYAL,Media > Books > Print Books,BOOK,"Ln_En, 05-26-2026, C",FALSE,Title,Default,,,,,,,,Amy Boyington,2268,shopify,continue,manual,40.00,,TRUE,TRUE,,,,,9780300276923,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780300276923.jpg,1,Book Cover: The Country House Dining Room,,The Country House Dining Room,,Media > Books,,,,new,FALSE,,,,,,Amy Boyington,Hardcover,the-country-house-dining-room,,English,,,,,2026-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,draft
the-diaspora-spice-co-cookbook,The Diaspora Spice Co. Cookbook:: Seasonal Home Cooking from South Asia's Best Spice Farms,"<p><b>This is a *Featured Preorder for a title releasing on March 03, 2026.</b></p><p><em><strong>This is what the publisher tells us about this book:</strong></em></p>
<p><strong>From Diaspora Spice Co., the progressive spice company rooted in flavor and equity, comes a cookbook celebrating beautiful, simple, and seasonal cooking with 85 recipes adapted from India and Sri Lanka’s best family spice farms.</strong></p><p>Diaspora Spice Co. sources the most flavorful, fresh spices in the world from 150 regenerative farms across South Asia—from elders, indigenous communities, young changemakers, and brilliant multi-generational farming families across India and Sri Lanka who are leading the way in sustainable and climate change–resistant agriculture. Filled with culinary storytelling,&nbsp;<em>The Diaspora Spice Co. Cookbook&nbsp;</em>highlights these farmers and their spices with profiles and evocative photography, plus 85 recipes for simple, seasonal, and powerfully delicious meals.</p><p>CEO and founder Sana Javeri Kadri and recipe writer Asha Loupy realized that eating with the people who grow our spices unveils a whole new dimension in our cooking. For instance, the Mir family, who works all year to grow and harvest their saffron, shared not only their technique for blooming the vibrant spice and how to make sure every thread is fully utilized, but their unforgettably delicious dishes. Adapted for a global pantry, these recipes share the warmth of true South Asian home cooking at its truest and tastiest, starting with chutneys &amp; pickles, snacks, and veggies, traveling through to mains from the sea and from the land, rice and breads, and ending with drinks and desserts.</p><p>Sana and Asha also note which recipes are the most beginner friendly, freezer friendly, good for a dinner party menu (like a Diwali feast!), and which lend themselves to be pantry building blocks, all for a super easy-to-navigate cookbook.</p><ul><li>Burst Tomato Chutney</li><li>Perfect Pakora</li><li>Spiced Maple-Roasted Carrots with Carrot-Top Sambol</li><li>Aloo Masala</li><li>Jammy Egg Curry</li><li>Coconut Lamb Biryani</li><li>Fennel Tom Collins</li><li>Turmeric-Banana Snacking Cake</li><li>Apricot-Saffron Frangipane Galette</li></ul><p>This incredibly fresh, beautifully photographed, powerful collection is a celebration of these farming families, their precious harvests, and how they season recipes with big flavor.</p></div></div>
<p><b>* Featured Preorder books earn you an <i>extra </i>150 rewards points, good for $5 off a future purchase. If you're not already a member of our rewards program you can <a href=""https://www.kitchenartsandletters.com/pages/reward""><b>learn more about all the ways to earn points and sign up here.</b></a> It's as simple as creating a store account.</b></p>",HAR,Media > Books > Print Books,BOOK,"Ln_En, 03-03-2026, C",FALSE,Title,Default,,,,,,,,"Sana Javeri Kadri, Asha Loupy",2268,shopify,continue,manual,35.00,,TRUE,TRUE,,,,,9780063277823,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780063277823.jpg,1,Book Cover: The Diaspora Spice Co. Cookbook,,The Diaspora Spice Co. Cookbook,,Media > Books,,,,new,FALSE,,,,,,"Sana Javeri Kadri, Asha Loupy",Hardcover,the-diaspora-spice-co-cookbook,,English,,,,,2026-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,draft
the-diaspora-spice-co-cookbook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780063277823-1.jpg,2,Interior image 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-diaspora-spice-co-cookbook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780063277823-2.jpg,3,Interior image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-diaspora-spice-co-cookbook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780063277823-3.jpg,4,Interior image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-diaspora-spice-co-cookbook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780063277823-4.jpg,5,Interior image 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-diaspora-spice-co-cookbook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780063277823-5.jpg,6,Interior image 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-dining-room,The Dining Room:: Exploring the Design of Twelve Iconic Rooms in Search of the Perfect Dining Experience,"<p><b>This is a *Featured Preorder for a title releasing on March 17, 2026.</b></p><p><em><strong>This is what the publisher tells us about this book:</strong></em></p>
<b><b>Explore the stories behind twelve iconic dining rooms in homes around the world—from a Japanese samurai house to Jackie Kennedy’s White House—and travel through time in pursuit of the ultimate design.</b></b><br><br>Dive into history's most captivating dining rooms as bestselling author and architectural writer John Ota takes a fascinating journey across the globe, investigating the architecture, interior design, and dining experience of twelve remarkable spaces. John’s charming observations of the surprising impact of dining rooms on our lives and the cherished moments we share within them will delight armchair travelers, history fanatics, and interior design enthusiasts alike.<br><ul><li><b>Firsthand accounts of iconic spaces: </b>Tour Claude Monet’s garden-view dining roomin Giverny, France; visit Highclere Castle (the real Downton Abbey) in England; take part in a present-day farm-to-table feast in a Canadian forest; and enter Martin Luther King Jr.’s inspiring Atlanta, Georgia childhood home.</li><li><b>A spectrum of cultures and time periods: </b>Travel from George Washington’s 1790 cabinet dinner to the historic Nomura Samurai House in Japan, and from Frida Kahlo’s vibrant Casa Azul in Mexico City to the countryside manse of legendary Anne of Green Gables author Lucy Maud Montgomery.</li><li><b>Brilliant (and useful!) design tips:</b> Get inspired by Frank Sinatra’s mid-century modern Palm Springs patio for outdoor entertaining, the contemporary open concept of a modern-day architect’s home, Jackie Kennedy’s trendsetting take on the White House’s State Dining Room, and Edith Wharton’s subtle Gilded Age anomaly.</li></ul>Each chapter features one unique dining room and bursts with expert architectural and interior descriptions along with John’s illustrations of the rooms and insight into the food served within—you can even recreate one era-accurate recipe for each location. Heartwarming and informative, <i>The Dining Room</i> is more than just a fun read—it’s an enlightening and joyous celebration of history, culture, and the art of dining.<br><br><b>Story Locale:</b>Toronto, Ontario  Leaskdale, Ontario  Singhampton, Ontario  New York City, New York  Lenox, Massachusetts  Atlanta, Georgia  Palm Springs, California  Washington, D.C.  Mexico City, Mexico  Kanazawa, Japan  Giverny, France  Hampshire, England</div></div>
<p><b>* Featured Preorder books earn you an <i>extra </i>150 rewards points, good for $5 off a future purchase. If you're not already a member of our rewards program you can <a href=""https://www.kitchenartsandletters.com/pages/reward""><b>learn more about all the ways to earn points and sign up here.</b></a> It's as simple as creating a store account.</b></p>",RDH,Media > Books > Print Books,BOOK,"Ln_En, 03-17-2026, C",FALSE,Title,Default,,,,,,,,John Ota,2268,shopify,continue,manual,28.00,,TRUE,TRUE,,,,,9780525613428,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780525613428.jpg,1,Book Cover: The Dining Room,,The Dining Room,,Media > Books,,,,new,FALSE,,,,,,John Ota,Hardcover,the-dining-room,,English,,,,,2026-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,draft
the-dining-room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780525613428-1.jpg,2,Interior image 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-dining-room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780525613428-2.jpg,3,Interior image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-dining-room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780525613428-3.jpg,4,Interior image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-dining-room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780525613428-4.jpg,5,Interior image 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-dining-room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780525613428-5.jpg,6,Interior image 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-great-book-of-chocolate-revised,"The Great Book of Chocolate, Revised:: The Chocolate Lover's Guide with More Than 50 Recipes","<p><b>This is a *Featured Preorder for a title releasing on May 05, 2026.</b></p><p><em><strong>This is what the publisher tells us about this book:</strong></em></p>
<b><b>A completely revised edition of David Lebovitz's comprehensive guide to everything chocolate, featuring more than fifty rich and decadent recipes—including fifteen that are brand new—for chocolatey cookies, brownies, cakes, truffles, ice cream, and more.</b></b><br><br>Pastry chef and professional baker David Lebovitz is a master of perfectly pitched desserts and irreverent humor—a combination that has won him and his books hundreds of thousands of fans.<br><br>In this fully updated edition of <i>The Great Book of Chocolate</i>, Lebovitz discusses the history of chocolate, bean-to-bar producers, chocolate shops in Paris (and his time working in a Belgian chocolate shop!), while also sharing invaluable tips for baking with, sourcing, storing, and using everybody's favorite ingredient. Fifteen new recipes join Lebovitz's classics, for a total of more than fifty recipes, including <b>Melting Chocolate Cakes</b>, <b>Chocolate Cherry Buttermilk Scones</b>, <b>Chocolate Espresso Cookies</b>, <b>Chocolate Chip Pecan Pie</b>, <b>Vegan Chocolate Marshmallows</b>, and even&nbsp;a <b>Chocolate Negroni</b>.<br><br>Featuring all new photography from Paris and San Francisco, <i>The Great Book of Chocolate</i>, <i>Revised,</i> is a sweet treat for home bakers and chocolate lovers alike.</div></div>
<p><b>* Featured Preorder books earn you an <i>extra </i>150 rewards points, good for $5 off a future purchase. If you're not already a member of our rewards program you can <a href=""https://www.kitchenartsandletters.com/pages/reward""><b>learn more about all the ways to earn points and sign up here.</b></a> It's as simple as creating a store account.</b></p>",RDH,Media > Books > Print Books,BOOK,"Ln_En, 05-05-2026, C",FALSE,Title,Default,,,,,,,,David Lebovitz,2268,shopify,continue,manual,24.99,,TRUE,TRUE,,,,,9780593836958,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593836958.jpg,1,"Book Cover: The Great Book of Chocolate, Revised",,"The Great Book of Chocolate, Revised",,Media > Books,,,,new,FALSE,,,,,,David Lebovitz,Hardcover,the-great-book-of-chocolate-revised,,English,,,,,2026-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,draft
the-great-book-of-chocolate-revised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593836958-1.jpg,2,Interior image 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-great-book-of-chocolate-revised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593836958-2.jpg,3,Interior image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-great-book-of-chocolate-revised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593836958-3.jpg,4,Interior image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-great-book-of-chocolate-revised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593836958-4.jpg,5,Interior image 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-great-book-of-chocolate-revised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593836958-5.jpg,6,Interior image 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-lao-kitchen,The Lao Kitchen:: Lao Flavors and Stories Told Through Family Recipes,"<p><b>This is a *Featured Preorder for a title releasing on April 21, 2026.</b></p><p><em><strong>This is what the publisher tells us about this book:</strong></em></p>
<b><b>Explore Lao food through 95 approachable, flavor-packed recipes from the popular food content creator behind Saeng's Kitchen.<br><br>“Saeng Douangdara brings Laos to the table with recipes that are bold, soulful, and alive with memory. This book belongs on every shelf where flavor, family, and food history matter.”—Andrew Zimmern</b></b><br><br>In Lao kitchens, every dish tells a story and every bite excites. The food culture of Laos has historically been preserved through oral tradition, and in this essential guide to Lao cooking, personal chef Saeng Douangdara draws on his expertise and the food knowledge passed down from his family to share the beauty and history of Lao cuisine. Discover the rich flavors of Laos through 95 recipes for dips, small plates, rice dishes, fermented foods and salads, laab, noodles, soups and stews, not-too-sweet desserts, and modern twists on traditional recipes, including:<br><br><ul><li><b>Thum Khao Poon</b> (Cold Vermicelli Noodle Salad)</li><li><b>Som Moo</b> (Fermented Pork Sausage)</li><li><b>Galabao</b> (Pork Steamed Buns)</li><li><b>Khanom Mantone</b> (Steamed Cassava Cake)</li><li><b>and more!</b> </li></ul><br><i>The Lao Kitchen</i> dives into the heart of Lao foodways—often overlooked but deeply rooted in Southeast Asian traditions. Through thoughtful essays and memories connected to each recipe, Saeng tells his story as a member of the Lao diaspora, exploring his roots through food. Bold, flavorful, deeply personal,&nbsp;and featuring gorgeous photography from Laos and Saeng’s own kitchen, <i>The Lao Kitchen</i> is a celebration of community, the connection that food brings, and&nbsp;what it means to cook from the heart.</div></div>
<p><b>* Featured Preorder books earn you an <i>extra </i>150 rewards points, good for $5 off a future purchase. If you're not already a member of our rewards program you can <a href=""https://www.kitchenartsandletters.com/pages/reward""><b>learn more about all the ways to earn points and sign up here.</b></a> It's as simple as creating a store account.</b></p>",RDH,Media > Books > Print Books,BOOK,"Ln_En, 04-21-2026, C",FALSE,Title,Default,,,,,,,,Saeng Douangdara,2268,shopify,continue,manual,32.99,,TRUE,TRUE,,,,,9780593836170,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593836170.jpg,1,Book Cover: The Lao Kitchen,,The Lao Kitchen,,Media > Books,,,,new,FALSE,,,,,,Saeng Douangdara,Hardcover,the-lao-kitchen,,English,,,,,2026-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,draft
the-lao-kitchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593836170-1.jpg,2,Interior image 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
